,alpha0,alpha7,alpha14,alpha21,alpha28,alpha35,alpha42,alpha49,alpha56,alpha63,alpha70,alpha77,alpha84,alpha91,alpha98,alpha105,alpha112,alpha119,ABF1_YPD,ACE2_YPD,ADR1_YPD,ARG80_YPD,ARG81_YPD,ARO80_YPD,ASH1_YPD,AZF1_YPD,BAS1_YPD,CAD1_YPD,CBF1_YPD,CHA4_YPD,CIN5_YPD,CRZ1_YPD,CUP9_YPD,DAL81_YPD,DAL82_YPD,DIG1_YPD,DOT6_YPD,FHL1_YPD,FKH1_YPD,FKH2_YPD,FZF1_YPD,GAL4_YPD,GAT1_YPD,GAT3_YPD,GCN4_YPD,GCR1_YPD,GCR2_YPD,GLN3_YPD,GTS1_YPD,HAA1_YPD,HAL9_YPD,HAP2_YPD,HAP3_YPD,HAP4_YPD,HAP5_YPD,HIR1_YPD,HIR2_YPD,HMS1_YPD,HSF1_YPD,IME4_YPD,INO2_YPD,INO4_YPD,IXR1_YPD,LEU3_YPD,MAC1_YPD,MAL13_YPD,MAL33_YPD,A1..MATA1._YPD,MBP1_YPD,MCM1_YPD,MET31_YPD,MET4_YPD,MIG1_YPD,MOT3_YPD,MSN1_YPD,MSN2_YPD,MSN4_YPD,MSS11_YPD,NDD1_YPD,NRG1_YPD,PDR1_YPD,PHD1_YPD,PHO2_YPD,PHO4_YPD,PUT3_YPD,RAP1_YPD,RCS1_YPD,REB1_YPD,RFX1_YPD,RGM1_YPD,RGT1_YPD,RIM101_YPD,RLM1_YPD,RME1_YPD,ROX1_YPD,RPH1_YPD,RTG1_YPD,RTG3_YPD,SFL1_YPD,SFP1_YPD,SIP4_YPD,SKN7_YPD,SKO1_YPD,SMP1_YPD,SOK2_YPD,STB1_YPD,STE12_YPD,STP1_YPD,STP2_YPD,SUM1_YPD,SWI4_YPD,SWI5_YPD,SWI6_YPD,THI2_YPD,UGA3_YPD,YAP1_YPD,YAP3_YPD,YAP5_YPD,YAP6_YPD,YAP7_YPD,YFL044C_YPD,YJL206C_YPD,ZAP1_YPD,ZMS1_YPD
18,-0.43,0.15,0.3,0.05,0.07,-0.02,0.33,0.26,-0.41,0,-0.4,0.03,0.05,0.2,-0.16,0.37,-0.31,-0.08,0.668415169,0.010890525,-0.067404798,-0.275198683,-0.132224142,-0.133952967,0.659374221,0.118202224,-0.290487445,0.030021582,0.373728605,-0.035644769,0.77672895,1.058516554,-0.356390082,-0.45586482,-0.925222765,-0.119885288,0.926019996,-0.254792034,0.572687337,0.080168497,-0.297390574,-0.072479871,0.432059847,-0.074368212,-0.018289841,0.002436817,-0.385780807,-0.096293739,-0.025327717,-0.710754534,-0.112678203,-0.26232748,-0.288544494,-0.185833411,-0.311460313,-0.278542133,-0.186881588,-0.293286916,-0.17434565,-0.05860294,-0.002307892,0.842722482,-0.11433151,-0.053903047,-0.110680306,0.573565613,0.809114349,-0.691239005,0.290877785,-0.019681597,-0.261736847,0.822522059,0.00133157,-0.036273449,0.030396116,-0.632756948,-0.299762113,-0.74161782,0.047086315,-0.416749551,-0.068583497,-0.086713436,0.043669127,-0.19827951,1.371793243,-0.003336857,-0.432008535,-0.529349088,-0.394987132,0.985899448,-0.063118399,0.508974796,-0.053348735,-0.258948293,-0.011749807,0.185445534,0.414105325,0.080584401,-0.503695228,0.003248463,-0.035984486,0.283166278,0.723960494,-0.091449422,-0.74446318,-0.842346812,-0.117122164,-0.187624687,-0.371075617,-0.367341826,0.178040344,-0.303900393,0.163764061,0.021828775,-0.666350285,0.208855451,-0.27320632,-0.319191465,-0.235868507,-0.795430921,-0.329085664,0.081439849,-0.414322754,-0.203617096
19,-0.23,0.09,0.41,-0.11,-0.03,-0.48,-0.3,-0.25,-0.01,-0.17,0.37,-0.09,-0.2,-0.18,0.21,1.01,-0.06,0.01,0.668415169,0.010890525,-0.067404798,-0.275198683,-0.132224142,-0.133952967,0.659374221,0.118202224,-0.290487445,0.030021582,0.373728605,-0.035644769,0.77672895,1.058516554,-0.356390082,-0.45586482,-0.925222765,-0.119885288,0.926019996,-0.254792034,0.572687337,0.080168497,-0.297390574,-0.072479871,0.432059847,-0.074368212,-0.018289841,0.002436817,-0.385780807,-0.096293739,-0.025327717,-0.710754534,-0.112678203,-0.26232748,-0.288544494,-0.185833411,-0.311460313,-0.278542133,-0.186881588,-0.293286916,-0.17434565,-0.05860294,-0.002307892,0.842722482,-0.11433151,-0.053903047,-0.110680306,0.573565613,0.809114349,-0.691239005,0.290877785,-0.019681597,-0.261736847,0.822522059,0.00133157,-0.036273449,0.030396116,-0.632756948,-0.299762113,-0.74161782,0.047086315,-0.416749551,-0.068583497,-0.086713436,0.043669127,-0.19827951,1.371793243,-0.003336857,-0.432008535,-0.529349088,-0.394987132,0.985899448,-0.063118399,0.508974796,-0.053348735,-0.258948293,-0.011749807,0.185445534,0.414105325,0.080584401,-0.503695228,0.003248463,-0.035984486,0.283166278,0.723960494,-0.091449422,-0.74446318,-0.842346812,-0.117122164,-0.187624687,-0.371075617,-0.367341826,0.178040344,-0.303900393,0.163764061,0.021828775,-0.666350285,0.208855451,-0.27320632,-0.319191465,-0.235868507,-0.795430921,-0.329085664,0.081439849,-0.414322754,-0.203617096
20,-0.56,-0.54,0.15,-0.56,0.05,-0.07,0.31,0.15,0.4,0.02,0.11,0.49,-0.28,-0.43,0.21,0.4,-0.01,0.17,-0.029084311,0.379752806,0.264707443,0.14844946,0.13268949,0.018138332,-0.151317656,0.306760359,0.006255649,-0.023176124,-0.462560173,0.091328155,-0.050878949,-0.111356863,0.226723562,-0.042968742,-0.180001579,0.128065165,0.207646636,0.227359099,0.455558954,0.629265964,-0.166119566,0.070449782,0.093105121,-0.010603714,0.067988473,0.156001876,-0.288953363,0.10277408,-0.635349647,-0.325188064,0.168820179,0.025207011,-0.042894577,0.136986028,0.031801691,-0.010730713,0.136844061,0.257164296,-0.014337909,0.03386007,-0.275122826,0.413656901,0.109436387,-0.026527774,0.536351955,0.314654071,-0.196425981,0.002354144,0.335921212,0.084126054,0.066105314,0.000776971,-0.011794169,0.204040025,0.100590456,0.195597182,0.059143288,-0.265736939,0.423772202,-0.146283229,0.030764197,-0.15690127,-0.348503105,0.017609397,0.107313456,-0.031085305,0.060086685,-0.256731309,-0.028857291,0.000822823,-0.005023689,-0.430742986,-0.410870038,0.276317754,0.52045896,0.024090135,0.193835063,0.207645636,-0.942230564,0.016139845,-0.122623714,0.347116364,0.189460495,0.016876805,-0.377311293,-0.866639123,0.035828547,0.062047917,-0.048205424,0.444730137,-0.182858687,0.559198105,0.120908737,0.00087992,0.256043024,0.308770802,0.450449458,0.016510725,-3.61E-05,-0.317626285,0.109155124,0.223895256,0.161134254,-0.282640227
21,-0.27,-0.66,0.3,0.19,0.24,0.24,0.03,0,-0.21,0,0.14,-0.01,-0.12,-0.16,0.07,0.01,0.04,-0.02,-0.029084311,0.379752806,0.264707443,0.14844946,0.13268949,0.018138332,-0.151317656,0.306760359,0.006255649,-0.023176124,-0.462560173,0.091328155,-0.050878949,-0.111356863,0.226723562,-0.042968742,-0.180001579,0.128065165,0.207646636,0.227359099,0.455558954,0.629265964,-0.166119566,0.070449782,0.093105121,-0.010603714,0.067988473,0.156001876,-0.288953363,0.10277408,-0.635349647,-0.325188064,0.168820179,0.025207011,-0.042894577,0.136986028,0.031801691,-0.010730713,0.136844061,0.257164296,-0.014337909,0.03386007,-0.275122826,0.413656901,0.109436387,-0.026527774,0.536351955,0.314654071,-0.196425981,0.002354144,0.335921212,0.084126054,0.066105314,0.000776971,-0.011794169,0.204040025,0.100590456,0.195597182,0.059143288,-0.265736939,0.423772202,-0.146283229,0.030764197,-0.15690127,-0.348503105,0.017609397,0.107313456,-0.031085305,0.060086685,-0.256731309,-0.028857291,0.000822823,-0.005023689,-0.430742986,-0.410870038,0.276317754,0.52045896,0.024090135,0.193835063,0.207645636,-0.942230564,0.016139845,-0.122623714,0.347116364,0.189460495,0.016876805,-0.377311293,-0.866639123,0.035828547,0.062047917,-0.048205424,0.444730137,-0.182858687,0.559198105,0.120908737,0.00087992,0.256043024,0.308770802,0.450449458,0.016510725,-3.61E-05,-0.317626285,0.109155124,0.223895256,0.161134254,-0.282640227
22,-0.66,-0.47,0.68,0.72,-0.12,-0.64,-0.51,-0.44,-0.34,0.56,0.37,0.94,0.19,0.04,-0.47,0.22,-0.38,0.32,0.001917942,-0.560290894,-0.790691654,-0.317997566,0.386594774,0.241518424,0.958401059,-0.068681721,0.071608645,0.468854576,-0.152571242,0.516386064,-0.587171529,1.297119324,-0.12830353,-0.045068389,-0.276739418,-0.681617879,-0.518372769,-0.540630497,-0.299276299,-0.786220687,-0.408246162,1.239538455,-0.115321251,2.496500647,0.241347814,-0.160354841,-0.309731495,0.403320847,-0.67655787,-1.501112547,-0.764237581,-0.273721942,-0.794030524,0.607925002,-0.223891631,0.095700456,0.026727551,-0.081244025,-0.707705245,0.075165801,-0.275857105,0.347461681,-0.077221125,-0.232185696,-0.417657773,0.450247683,0.432974796,-0.776577722,-0.383477433,0.108791527,0.228336511,0.245816294,-0.261797283,-0.374463817,0.05927788,-0.066250004,0.313215198,0.474620551,-0.249950633,-0.444449698,0.9335956,0.100764019,-0.254771825,-0.450559885,0.013544442,1.867059221,0.22039893,-0.162891753,0.179699576,2.648029531,0.220402274,-0.378315345,-0.104673613,-0.722082267,-0.174143237,-0.04350824,-0.779427396,-1.077737411,-1.220929698,-0.51080177,-1.161914844,-0.335633872,0.836968418,0.434116519,-0.024843923,-1.297926106,-0.601338159,-0.290519135,0.209157996,-0.156418768,0.00474112,0.150361715,0.134771359,-0.668586264,-0.444081133,-1.008185107,-0.007472831,2.483169615,0.204859881,-1.343632249,-1.016801557,-0.775692506,0.519750419,0.484693649
23,-0.87,-0.36,0.51,1.09,-0.21,0.33,-0.97,-0.31,-0.47,0.1,0.43,1.25,-0.1,-0.1,-0.18,0.07,-0.45,0.23,0.001917942,-0.560290894,-0.790691654,-0.317997566,0.386594774,0.241518424,0.958401059,-0.068681721,0.071608645,0.468854576,-0.152571242,0.516386064,-0.587171529,1.297119324,-0.12830353,-0.045068389,-0.276739418,-0.681617879,-0.518372769,-0.540630497,-0.299276299,-0.786220687,-0.408246162,1.239538455,-0.115321251,2.496500647,0.241347814,-0.160354841,-0.309731495,0.403320847,-0.67655787,-1.501112547,-0.764237581,-0.273721942,-0.794030524,0.607925002,-0.223891631,0.095700456,0.026727551,-0.081244025,-0.707705245,0.075165801,-0.275857105,0.347461681,-0.077221125,-0.232185696,-0.417657773,0.450247683,0.432974796,-0.776577722,-0.383477433,0.108791527,0.228336511,0.245816294,-0.261797283,-0.374463817,0.05927788,-0.066250004,0.313215198,0.474620551,-0.249950633,-0.444449698,0.9335956,0.100764019,-0.254771825,-0.450559885,0.013544442,1.867059221,0.22039893,-0.162891753,0.179699576,2.648029531,0.220402274,-0.378315345,-0.104673613,-0.722082267,-0.174143237,-0.04350824,-0.779427396,-1.077737411,-1.220929698,-0.51080177,-1.161914844,-0.335633872,0.836968418,0.434116519,-0.024843923,-1.297926106,-0.601338159,-0.290519135,0.209157996,-0.156418768,0.00474112,0.150361715,0.134771359,-0.668586264,-0.444081133,-1.008185107,-0.007472831,2.483169615,0.204859881,-1.343632249,-1.016801557,-0.775692506,0.519750419,0.484693649
24,-0.61,-0.35,0.25,0.86,-0.21,-0.47,-0.49,-0.44,-0.35,0.7,0.25,0.85,0.19,0.01,-0.37,0.37,-0.37,0.17,0.001917942,-0.560290894,-0.790691654,-0.317997566,0.386594774,0.241518424,0.958401059,-0.068681721,0.071608645,0.468854576,-0.152571242,0.516386064,-0.587171529,1.297119324,-0.12830353,-0.045068389,-0.276739418,-0.681617879,-0.518372769,-0.540630497,-0.299276299,-0.786220687,-0.408246162,1.239538455,-0.115321251,2.496500647,0.241347814,-0.160354841,-0.309731495,0.403320847,-0.67655787,-1.501112547,-0.764237581,-0.273721942,-0.794030524,0.607925002,-0.223891631,0.095700456,0.026727551,-0.081244025,-0.707705245,0.075165801,-0.275857105,0.347461681,-0.077221125,-0.232185696,-0.417657773,0.450247683,0.432974796,-0.776577722,-0.383477433,0.108791527,0.228336511,0.245816294,-0.261797283,-0.374463817,0.05927788,-0.066250004,0.313215198,0.474620551,-0.249950633,-0.444449698,0.9335956,0.100764019,-0.254771825,-0.450559885,0.013544442,1.867059221,0.22039893,-0.162891753,0.179699576,2.648029531,0.220402274,-0.378315345,-0.104673613,-0.722082267,-0.174143237,-0.04350824,-0.779427396,-1.077737411,-1.220929698,-0.51080177,-1.161914844,-0.335633872,0.836968418,0.434116519,-0.024843923,-1.297926106,-0.601338159,-0.290519135,0.209157996,-0.156418768,0.00474112,0.150361715,0.134771359,-0.668586264,-0.444081133,-1.008185107,-0.007472831,2.483169615,0.204859881,-1.343632249,-1.016801557,-0.775692506,0.519750419,0.484693649
25,-0.09,-0.25,0.05,0.09,0.52,0.13,-0.08,-0.39,-0.11,-0.29,0.11,-0.01,-0.11,-0.06,0.4,0.58,-0.29,-0.22,0.062651018,-0.063057208,-0.26590502,-0.638810182,-0.271002985,-0.493498411,0.315044239,-0.590297057,-0.375847399,-0.41012392,0.389533662,-0.841734463,1.192267277,-0.003680345,-0.004855748,-0.462000119,0.21270442,0.044597097,0.947094576,-0.375413431,0.777662773,0.569637979,-0.565187162,-0.625050167,0.007026388,-0.028491231,-0.419434564,-0.312608265,-0.344628642,-0.251265059,0.102252306,-0.539968597,-0.112251636,-0.381817644,-0.217880641,-0.301445024,-0.331127312,-0.110078151,-0.05581304,-0.257206814,0.079286895,-0.313204666,0.143889035,0.950044016,1.97291619,-0.261232786,-0.21189434,-0.197791792,-0.19662384,-0.908286546,0.133848749,-0.772526248,-0.328162121,0.305173595,-0.341313513,-0.623786977,-0.086184005,0.029178209,0.115606877,-0.96650102,-0.143380214,0.029187116,-0.561940128,-0.149091517,0.11518936,-0.382595585,0.198382757,0.781897492,-0.469901004,-0.612579686,-0.666237273,0.81169946,-0.279209086,-0.190705669,-0.160309891,-0.480771144,-0.073854315,0.309234406,-0.06602446,-0.236828473,-0.370192047,0.056759832,0.290053833,0.00199142,0.339246752,-0.302420183,-0.074224201,0.200996426,-0.073821592,-0.334138675,-0.473521281,-0.343042023,0.7084433,-0.182003794,0.858343912,-0.146522635,-1.144681591,-0.137822966,0.508617889,-0.50593959,-0.156257006,-0.370651009,-0.323947875,-0.149112538,-0.678504825,-0.114665904
27,-2.36,-2.71,-1.46,-0.16,1.51,1.65,0.68,0.41,-0.31,-0.33,-0.74,-0.01,0.97,1.01,1.36,0.67,0.08,-0.26,-0.305744809,-0.185428249,-0.096296932,-0.389569474,-0.249494852,-0.518356238,0.534174184,0.002699784,-0.109620192,-0.447027086,0.483794731,-0.120710825,0.395396172,0.841213864,0.011337334,-0.122798792,0.007269429,0.004972039,0.968313159,-0.149313773,1.062348808,1.003286248,0.117901127,-0.013966789,0.535683424,0.011826648,-0.509062661,0.07879016,0.222897276,-0.214744956,0.221418067,-0.872936304,-0.351779178,-0.376675585,-0.353959217,-0.000699184,0.032128639,1.695953337,2.100030236,0.25471521,-1.563866695,-0.096012009,-0.17471708,0.969712002,-0.230570893,-0.183015877,0.140975189,0.549526545,-0.146798353,-0.454702482,0.39243745,0.437355807,0.060836256,1.060441113,-0.210093038,-0.037619646,0.04264994,0.260992149,0.215487011,0.146033569,0.243684434,0.027785782,-0.053671743,0.210887425,0.427648756,-0.212911516,0.609852052,0.605223216,-0.138318579,-0.448909385,-0.679704921,-0.657389528,0.60446801,0.002059275,0.322870502,0.285120104,0.298222744,0.087469902,0.004881027,-0.170860656,0.273009978,0.022997951,0.000165756,-0.297865485,-1.524910218,-0.037481908,0.699740041,-0.871400168,0.136959,-0.286200878,-0.024644322,-0.060686961,0.762275924,0.058142184,0.171334563,-0.421534559,-0.951686073,0.54035417,0.050459905,-0.46060577,0.286601806,-1.273045004,-0.337264634,-0.165670706,-0.006214733,-0.003438864
28,-1.81,-1.94,-1.33,0.01,1.51,0.91,0.69,0.11,-0.4,-0.78,-1.12,-0.09,0.96,1.32,1.24,0.57,0.35,-0.2,-0.305744809,-0.185428249,-0.096296932,-0.389569474,-0.249494852,-0.518356238,0.534174184,0.002699784,-0.109620192,-0.447027086,0.483794731,-0.120710825,0.395396172,0.841213864,0.011337334,-0.122798792,0.007269429,0.004972039,0.968313159,-0.149313773,1.062348808,1.003286248,0.117901127,-0.013966789,0.535683424,0.011826648,-0.509062661,0.07879016,0.222897276,-0.214744956,0.221418067,-0.872936304,-0.351779178,-0.376675585,-0.353959217,-0.000699184,0.032128639,1.695953337,2.100030236,0.25471521,-1.563866695,-0.096012009,-0.17471708,0.969712002,-0.230570893,-0.183015877,0.140975189,0.549526545,-0.146798353,-0.454702482,0.39243745,0.437355807,0.060836256,1.060441113,-0.210093038,-0.037619646,0.04264994,0.260992149,0.215487011,0.146033569,0.243684434,0.027785782,-0.053671743,0.210887425,0.427648756,-0.212911516,0.609852052,0.605223216,-0.138318579,-0.448909385,-0.679704921,-0.657389528,0.60446801,0.002059275,0.322870502,0.285120104,0.298222744,0.087469902,0.004881027,-0.170860656,0.273009978,0.022997951,0.000165756,-0.297865485,-1.524910218,-0.037481908,0.699740041,-0.871400168,0.136959,-0.286200878,-0.024644322,-0.060686961,0.762275924,0.058142184,0.171334563,-0.421534559,-0.951686073,0.54035417,0.050459905,-0.46060577,0.286601806,-1.273045004,-0.337264634,-0.165670706,-0.006214733,-0.003438864
32,1.57,1.03,1.22,0.31,0.16,-0.49,-1.02,-1.08,-0.8,-0.18,0.1,0.27,0.39,-0.05,-0.42,0.16,-1.08,-0.08,-0.540755115,0.075999147,-0.462796527,-0.308008658,-0.162311002,-0.311253938,0.346532937,0.410559392,-0.094381583,-0.515298742,0.375547504,-0.734765696,0.809366944,0.47824352,0.213025202,0.446904212,-0.931631007,-0.000681589,0.46315149,0.074470362,-0.043243899,-0.21909497,-0.260862258,-0.002101705,0.417296901,0.013788674,-0.522627634,0.0269765,-0.198186207,-0.218781126,-0.02757665,-0.772294555,-0.181197039,-0.029703643,-0.485461294,-0.296207079,-0.343811742,-0.036975016,0.333119934,0.194818429,0.048892644,-0.44512744,0.236091149,1.154996802,-0.0718951,0.101628698,-0.109653784,0.308767191,0.158822498,-0.930122851,-0.00523555,0.898624207,-0.115179001,0.542613763,-0.238635266,-0.03581518,0.013354201,-0.447224578,-0.137036808,-0.211488793,0.508970436,0.009370536,-0.087140686,0.523728747,-0.041668762,-0.157350997,0.67554308,1.027375465,-0.549927992,-0.666407664,-0.018009906,0.656846236,0.237455298,-0.131890412,0.115275404,-0.002618009,0.433422278,0.320535857,-0.101518624,-0.361992651,0.118874114,-0.351835497,-0.429383267,0.38259798,0.345181403,0.173066014,0.27217229,-1.454353566,0.346660919,0.013474552,-0.01945184,-0.232845168,0.108695864,-0.065526223,-0.05777773,-0.465049461,-1.257340916,-0.036198488,-0.403729251,-0.365703404,0.422522157,-0.7375361,-0.43936621,-0.462229187,-0.12146497,0.131333319
33,-0.06,-0.63,-0.63,-0.77,-0.49,-0.11,0.11,0.18,0.2,0.15,0.44,0.5,0.03,-0.03,0.04,0.52,-0.06,0.62,-0.358279027,-0.193155569,-0.148475308,-0.56270699,-0.491439609,-0.000272031,-0.22349427,0.349281137,-0.377583415,-0.775414075,-0.051113139,-0.802573672,0.829911325,-0.143051253,-0.054919134,1.417821575,-0.256213847,-0.109476106,1.312792478,-0.243764629,0.242094295,-0.136655713,-0.436898192,-0.028787733,0.171509172,-0.40760464,-0.542123511,-0.045432174,-0.252003561,-0.253768646,-0.105997274,-1.033758587,-0.381340101,-0.202006937,-0.397408311,-0.556955303,-0.223277921,0.043661149,0.404032557,-0.096427692,-0.255262734,-0.216628741,0.352139174,1.190847695,0.000392792,0.033019078,-0.298681615,-0.330646206,0.08014243,-0.971934097,-0.0756908,0.258081075,-0.138791189,-0.007486971,-0.417565005,-0.407379146,-0.14374272,-0.465715076,-0.151785439,-0.632175015,0.25291262,0.188582215,-0.396042236,0.73638892,-0.027487082,-0.245038411,-0.047236627,0.325628878,-0.356420576,-0.60761289,-0.462347391,0.698684956,-0.244553841,0.211788983,-0.022411177,0.259103723,0.244553435,-0.304011851,0.0127124,-0.048481313,-0.003039308,0.279093857,-0.087043864,0.306381827,0.676064171,-0.00101538,0.271172256,-0.322033379,-0.011226866,0.048649541,-0.116412886,0.164007064,0.82257753,0.074215909,0.180104312,-0.424968373,-1.126870545,0.276294644,-0.02860345,-0.729193178,0.17614734,-0.728437567,-0.346328153,-0.331646722,-0.377500292,-0.048537727
34,-0.91,-0.33,0.41,0.67,0.42,0.13,-0.06,-0.1,-0.84,0.19,-0.18,0.5,0.53,0.22,-0.35,0.16,-0.42,-0.03,-0.44213132,0.467227929,-0.28002296,-0.105915512,-0.292128297,-0.247453434,0.003473863,0.287337653,-0.102127282,0.03511388,-0.642057887,0.133136572,1.174481907,-0.431350758,0.206922235,0.509454959,-0.790312952,-0.100993774,-1.190838406,-0.154837437,0.897012907,-0.010033552,-0.29445234,0.015170542,-0.17729796,-0.442610242,-0.166203711,-0.009892074,-0.314115274,0.052652382,-0.033256382,-0.662805277,-0.314580185,-0.15296327,-0.314484073,-0.123652892,-0.214115543,0.142568842,0.123901352,-0.071775112,0.443299728,-0.117545478,0.033527735,0.348492716,0.498632404,-0.085633319,0.000836809,-0.09281634,-0.452301356,-0.272622563,1.201481743,0.257339926,-0.116359682,-0.039995428,0.167289838,0.022189813,0.026773719,-0.559113333,0.052847664,0.409678007,-0.009309545,-0.153773019,-0.249657963,0.413256548,-0.607035274,0.002934485,-0.585217981,-0.24018217,-0.109482674,-0.58623287,-0.378281591,-0.475809196,-0.490532859,-0.118037508,-0.0900861,0.076364534,0.204429978,-0.433488017,0.087401738,-0.006367472,0.220315837,-0.101731828,0.259885175,0.192180654,0.067386085,0.038366925,0.509353608,0.806140899,0.035282408,-0.044763612,-0.291335621,-0.042985151,2.453066461,0.768575626,1.718985634,-0.490532251,-0.213574647,0.429118011,-0.148333333,-0.494097915,0.31639741,-0.466060713,-0.260365397,-0.212843362,-0.349445318,0.082787051
35,-0.81,0.02,1.08,0.74,-0.1,-0.23,-0.64,-0.64,-1.21,0.24,1.27,1.13,0.49,-0.06,-0.39,-0.1,-1,0.22,-0.44213132,0.467227929,-0.28002296,-0.105915512,-0.292128297,-0.247453434,0.003473863,0.287337653,-0.102127282,0.03511388,-0.642057887,0.133136572,1.174481907,-0.431350758,0.206922235,0.509454959,-0.790312952,-0.100993774,-1.190838406,-0.154837437,0.897012907,-0.010033552,-0.29445234,0.015170542,-0.17729796,-0.442610242,-0.166203711,-0.009892074,-0.314115274,0.052652382,-0.033256382,-0.662805277,-0.314580185,-0.15296327,-0.314484073,-0.123652892,-0.214115543,0.142568842,0.123901352,-0.071775112,0.443299728,-0.117545478,0.033527735,0.348492716,0.498632404,-0.085633319,0.000836809,-0.09281634,-0.452301356,-0.272622563,1.201481743,0.257339926,-0.116359682,-0.039995428,0.167289838,0.022189813,0.026773719,-0.559113333,0.052847664,0.409678007,-0.009309545,-0.153773019,-0.249657963,0.413256548,-0.607035274,0.002934485,-0.585217981,-0.24018217,-0.109482674,-0.58623287,-0.378281591,-0.475809196,-0.490532859,-0.118037508,-0.0900861,0.076364534,0.204429978,-0.433488017,0.087401738,-0.006367472,0.220315837,-0.101731828,0.259885175,0.192180654,0.067386085,0.038366925,0.509353608,0.806140899,0.035282408,-0.044763612,-0.291335621,-0.042985151,2.453066461,0.768575626,1.718985634,-0.490532251,-0.213574647,0.429118011,-0.148333333,-0.494097915,0.31639741,-0.466060713,-0.260365397,-0.212843362,-0.349445318,0.082787051
36,-0.48,1.79,0.38,0.06,-0.11,-0.16,-0.14,-0.16,-0.63,-0.54,-0.02,0.38,0.13,-0.29,0.08,0.19,-0.46,-0.02,-0.176874328,0.592852243,0.137143986,-0.215136967,-0.262180318,-0.029479249,0.318437632,0.259728292,-0.025839933,0.181000238,-0.087517643,-0.142781252,-0.111378464,0.036277549,-0.145696898,-0.150654852,-0.355986189,0.169703771,-0.105354218,-0.037353747,0.71241688,0.010640646,-0.312911157,0.325607695,0.226213179,-0.625264875,0.028646518,0.102673583,-0.245537632,0.026086714,0.130720181,-0.173661249,0.029503207,-0.272810847,0.159306771,-0.029441039,-0.006894033,-0.04450834,-0.006106996,-0.319371075,0.00889444,-0.00022124,-0.785828333,-0.11687989,-0.001170385,0.017662271,0.199319805,0.058634304,-0.022517238,0.137760694,0.455199001,-0.077311262,-0.048841974,-0.262070488,0.009869114,0.132983569,-0.05039694,-0.387831725,0.498998424,0.448460043,-0.180502678,-0.377850246,-0.117433291,-0.124793733,-0.545698103,-1.503957773,-0.255184973,-0.00452923,0.057159104,-0.141339725,-0.005375747,-1.353626439,-0.328400147,0.194238376,-0.048260409,0.132093122,0.163770243,-0.005937769,0.210820486,0.022240957,2.229134802,-0.325557391,-0.56120092,-0.149596938,-0.199357776,0.005879106,0.665713931,-0.831702712,-0.090405859,0.083797205,-0.024748067,-0.137267306,0.735906931,0.006230511,0.814584219,-0.208890044,0.193280229,0.018076642,0.235296821,0.050131373,0.029200688,-0.46287996,-0.101516039,0.01534056,-0.082281147,-2.324271708
40,-1.15,-0.86,1.21,1.62,1.12,0.16,-0.44,-0.93,-1.23,-0.62,0.62,1.3,1.08,0.27,0.04,-0.51,-0.8,-0.89,-0.153694394,-0.009773429,-0.189584915,-0.187082429,0.03009548,-0.063311245,0.037196505,-0.577349561,-0.037852389,0.002845361,0.505447893,0.398723365,-0.282648387,0.286731194,-0.006909268,-0.100130279,0.453142891,0.009727541,-0.090789079,0.228971462,-0.003232269,0.384739593,-0.097202719,0.08905402,-0.133769755,0.105282892,-0.369216327,-0.002299598,-0.081597446,0.115007133,-0.164341471,0.497783614,-0.061586587,0.037817811,-0.078992779,0.000168353,0.041115672,0.008527621,0.193900398,-0.06499971,-0.504836604,0.263682992,-0.168451098,-0.067968999,-0.012990237,-0.24987544,0.128341314,0.457393934,0.306089199,0.091488212,0.599473958,-0.361637291,0.007424879,0.473571439,-0.182480849,0.213279586,0.365843013,0.409337817,0.214274664,-0.06161697,0.025925043,-0.094652459,-0.088565346,-0.045290904,-0.010758983,0.079959271,0.02308087,-0.016822765,0.001984072,-0.085978981,-0.002018501,0.060613695,-0.155835617,-0.532799267,-0.062536325,-0.000767429,-0.09071183,-0.012772168,-0.004111793,-0.21158276,-0.363754373,-0.002283573,0.002350111,-0.055645454,-0.03411306,-0.155105159,-0.170079748,-0.016352655,-0.001202887,-0.002212294,-0.108158519,0.11298324,-0.027194081,-0.054061773,0.525119928,-0.023510732,0.142212786,0.070111067,0.213238893,0.212937078,-0.205327821,-0.310867262,-0.057684091,0.041197275,0.063720642,0.136512314
